Instance, Best_Cost
abstraction-refinement_wt-polysite-xalan.wcnf.xz.xz,114620
auctions_wt-cat_sched_60_160_0004.txt.wcnf.xz.xz,116193
css-refactoring_wt-ebay.dimacs.wcnf.xz.xz,123941
spot5_wt-42.wcsp.dir.wcnf.xz.xz,155050
css-refactoring_wt-guardian.dimacs.wcnf.xz.xz,160777
spot5_wt-1504.wcsp.dir.wcnf.xz.xz,161287
abstraction-refinement_wt-polysite-hsqldb.wcnf.xz.xz,172382
css-refactoring_wt-github.dimacs.wcnf.xz.xz,187405
auctions_wt-cat_sched_60_200_0003.txt.wcnf.xz.xz,187411
abstraction-refinement_wt-polysite-pmd.wcnf.xz.xz,188398
auctions_wt-cat_reg_60_220_0002.txt.wcnf.xz.xz,189259
ParametricRBACMaintenance_mse20_wt-role_smallcomp_multiple_0.4_2.wcnf.xz.xz,193813
mpe_wt-random-net-220-1_network-1.net.wcnf.xz.xz,216304
mpe_wt-random-net-240-1_network-7.net.wcnf.xz.xz,219252
ParametricRBACMaintenance_mse20_wt-role_smallcomp_multiple_0.5_2.wcnf.xz.xz,224309
css-refactoring_wt-youtube.dimacs.wcnf.xz.xz,227167
auctions_wt-cat_sched_60_200_0000.txt.wcnf.xz.xz,242832
mpe_wt-random-net-280-1_network-6.net.wcnf.xz.xz,266168
mpmcs_wt-test17--n-2500.wcnf.xz.xz,284520
dalculus_wt-f1-DataDisplay_0_order4.seq-B-3-2-abcdeir.wcnf.xz.xz,328661
relational-inference_wt-ar-2.wcnf.xz.xz,394748
causal-discovery_wt-causal_Water_7_380.wcnf.xz.xz,414473
abstraction-refinement_wt-polysite-lusearch.wcnf.xz.xz,421456
spot5_wt-1405.wcsp.dir.wcnf.xz.xz,459415
spot5_wt-1405.wcsp.log.wcnf.xz.xz,459415
spot5_wt-1407.wcsp.log.wcnf.xz.xz,459570
upgradeability_wt-rand30_l1.wcnf.xz.xz,531473
warehouses_wt-warehouse1.wcsp.wcnf.xz.xz,730567
upgradeability_wt-mancoosi-test-i10d0u98-0.wcnf.xz.xz,1780760
upgradeability_wt-mancoosi-test-i10d0u98-9.wcnf.xz.xz,1780767
upgradeability_wt-mancoosi-test-i20d0u98-0.wcnf.xz.xz,1780797
upgradeability_wt-mancoosi-test-i10d0u98-16.wcnf.xz.xz,1780806
upgradeability_wt-mancoosi-test-i40d0u98-7.wcnf.xz.xz,1780807
upgradeability_wt-rand653_l2.wcnf.xz.xz,1851319
causal-discovery_wt-causal_Water_10_100.wcnf.xz.xz,1885872
causal-discovery_wt-causal_hailfinder_7_100.wcnf.xz.xz,2036684
upgradeability_wt-rand717_l2.wcnf.xz.xz,2205487
dalculus_wt-f1-DataDisplay_0_order4.seq-A-2-combined-irabcde.wcnf.xz.xz,2220415
dalculus_wt-f1-DataDisplay_0_order4.seq-B-2-2-irEDCBA.wcnf.xz.xz,2273346
upgradeability_wt-rand196_l2.wcnf.xz.xz,2285302
dalculus_wt-f1-DataDisplay_0_order4.seq-A-3-1-abcdeir.wcnf.xz.xz,3507317
correlation-clustering_wt-Rounded_CorrelationClustering_Protein4_TRANSITIVE_N190.wcnf.xz.xz,3553940
correlation-clustering_wt-Rounded_CorrelationClustering_Orl_BINARY_N300_D0.200.wcnf.xz.xz,4355327
correlation-clustering_wt-Rounded_CorrelationClustering_Protein2_TRANSITIVE_N120.wcnf.xz.xz,5072948
dalculus_wt-f1-DataDisplay_0_order4.seq-B-2-combined-EDCBAir.wcnf.xz.xz,5876811
dalculus_wt-f1-DataDisplay_0_order4.seq-B-3-combined-EDCBAir.wcnf.xz.xz,6029693
dalculus_wt-f1-DataDisplay_0_order4.seq-A-3-combined-EDCBAir.wcnf.xz.xz,6240245
warehouses_wt-cap131.wcsp.wcnf.xz.xz,7934385
warehouses_wt-cap91.wcsp.wcnf.xz.xz,7966472
warehouses_wt-cap132.wcsp.wcnf.xz.xz,8514942
warehouses_wt-cap92.wcsp.wcnf.xz.xz,8547029
warehouses_wt-cap71.wcsp.wcnf.xz.xz,9326144
warehouses_wt-cap72.wcsp.wcnf.xz.xz,9777981
correlation-clustering_wt-Rounded_CorrelationClustering_Protein3_TRANSITIVE_N200.wcnf.xz.xz,12826525
correlation-clustering_wt-Rounded_CorrelationClustering_Protein1_BINARY_N240.wcnf.xz.xz,13029842
correlation-clustering_wt-Rounded_CorrelationClustering_Protein3_TRANSITIVE_N220.wcnf.xz.xz,13890288
correlation-clustering_wt-Rounded_CorrelationClustering_Protein1_UNARY_N250.wcnf.xz.xz,14205411
correlation-clustering_wt-Rounded_CorrelationClustering_Protein1_TRANSITIVE_N270.wcnf.xz.xz,15714757
correlation-clustering_wt-Rounded_CorrelationClustering_Protein1_BINARY_N320.wcnf.xz.xz,19711940
correlation-clustering_wt-Rounded_CorrelationClustering_Protein1_BINARY_N400.wcnf.xz.xz,32719676
causal-discovery_wt-causal_insurance_8_10000.wcnf.xz.xz,38605539
dalculus_wt-f49-DC_TotalLoss.seq-B-2-combined-abcdeir.wcnf.xz.xz,44321234
causal-discovery_wt-causal_n5_i5_N10000_uai13_log_int.wcnf.xz.xz,46030289
causal-discovery_wt-causal_Diabetes_8_1000.wcnf.xz.xz,54543894
mpmcs_wt-test32--n-5000.wcnf.xz.xz,63984958
causal-discovery_wt-causal_Mildew_8_1000.wcnf.xz.xz,69443335
causal-discovery_wt-causal_n5_i10_N500_uai13_log_int.wcnf.xz.xz,75755143
upgradeability_wt-mancoosi-test-i1000d0u98-2.wcnf.xz.xz,77059701
mpmcs_wt-test39--n-5000.wcnf.xz.xz,89562456
BTBNSL_wt-Rounded_BTWBNSL_Wine_TWBound_3.wcnf.xz.xz,127107900
mpmcs_wt-test18--n-2500.wcnf.xz.xz,130484455
BTBNSL_wt-Rounded_BTWBNSL_Hepatitis.BIC_TWBound4.wcnf.xz.xz,132258419
BTBNSL_wt-Rounded_BTWBNSL_insurance_100_1_3.scores_TWBound_3.wcnf.xz.xz,170450495
mpmcs_wt-test29--n-5000.wcnf.xz.xz,378308687
mpmcs_wt-test34--n-5000.wcnf.xz.xz,424495269
mpmcs_wt-test2--n-2500.wcnf.xz.xz,464771733
upgradeability_wt-mancoosi-test-i3000d0u98-73.wcnf.xz.xz,527875592
mpmcs_wt-test22--n-5000.wcnf.xz.xz,641968767
mpmcs_wt-test47--n-7500.wcnf.xz.xz,644477962
upgradeability_wt-mancoosi-test-i4000d0u98-93.wcnf.xz.xz,678268636
upgradeability_wt-mancoosi-test-i4000d0u98-92.wcnf.xz.xz,723402933
upgradeability_wt-mancoosi-test-i4000d0u98-94.wcnf.xz.xz,843524790
upgradeability_wt-mancoosi-test-i4000d0u98-84.wcnf.xz.xz,858696784
causal-discovery_wt-causal_n6_i2_N500_uai13_log_int.wcnf.xz.xz,877436991
dalculus_wt-f49-DC_TotalLoss.seq-B-3-1-abcdeir.wcnf.xz.xz,1140346276
BTBNSL_wt-Rounded_BTWBNSL_Water_1000_1_2.scores_TWBound_3.wcnf.xz.xz,1326306453
BTBNSL_wt-Rounded_BTWBNSL_insurance_1000_1_3.scores_TWBound_3.wcnf.xz.xz,1388734978
BTBNSL_wt-Rounded_BTWBNSL_asia_10000_1_3.scores_TWBound_3.wcnf.xz.xz,2247205740
BTBNSL_wt-Rounded_BTWBNSL_hailfinder_1000_1_3.scores_TWBound_4.wcnf.xz.xz,5247324551
BTBNSL_wt-Rounded_BTWBNSL_hailfinder_1000_1_3.scores_TWBound_2.wcnf.xz.xz,5247673868
causal-discovery_wt-causal_n7_i8_N10000_uai14_log_int.wcnf.xz.xz,11486104693
causal-discovery_wt-causal_n7_i8_N500_uai14_log_int.wcnf.xz.xz,11486104693
dalculus_wt-f49-DC_TotalLoss.seq-B-2-combined-irabcde.wcnf.xz.xz,14734224771
dalculus_wt-f49-DC_TotalLoss.seq-A-2-combined-irabcde.wcnf.xz.xz,14735114187
dalculus_wt-f49-DC_TotalLoss.seq-B-2-combined-irEDCBA.wcnf.xz.xz,14778847207
dalculus_wt-f49-DC_TotalLoss.seq-B-2-2-irEDCBA.wcnf.xz.xz,14779157155
causal-discovery_wt-causal_n7_i5_N10000_uai14_log_int.wcnf.xz.xz,20711646820
causal-discovery_wt-causal_n7_i4_N500_uai14_log_int.wcnf.xz.xz,37532020924
dalculus_wt-f49-DC_TotalLoss.seq-B-3-combined-irEDCBA.wcnf.xz.xz,87221947078
dalculus_wt-f49-DC_TotalLoss.seq-A-3-1-EDCBAir.wcnf.xz.xz,119565855313
c-inference-pre-processing_c_inference_50_56_fq1.wcnf.xz.xz,1
c-inference-pre-processing_c_inference_50_56_vq12.wcnf.xz.xz,1
c-inference-pre-processing_c_inference_50_64_v38.wcnf.xz.xz,1
c-inference-pre-processing_c_inference_50_65_vq16.wcnf.xz.xz,1
c-inference-pre-processing_c_inference_60_0_fq16.wcnf.xz.xz,1
c-inference-pre-processing_c_inference_60_56_fq5.wcnf.xz.xz,1
c-inference-pre-processing_c_inference_60_57_fq6.wcnf.xz.xz,1
c-inference-pre-processing_c_inference_60_59_v50.wcnf.xz.xz,1
c-inference-pre-processing_c_inference_60_61_vq11.wcnf.xz.xz,1
c-inference-pre-processing_c_inference_60_63_vq12.wcnf.xz.xz,1
c-inference-pre-processing_c_inference_60_66_fq5.wcnf.xz.xz,1
c-inference-pre-processing_c_inference_60_90_fq20.wcnf.xz.xz,1
c-inference-pre-processing_c_inference_70_96_f37.wcnf.xz.xz,1
c-inference-pre-processing_c_inference_70_97_fq1.wcnf.xz.xz,1
c-inference-pre-processing_c_inference_70_99_vq20.wcnf.xz.xz,1
c-inference-pre-processing_c_inference_80_0_fq16.wcnf.xz.xz,1
c-inference-pre-processing_c_inference_80_1_fq10.wcnf.xz.xz,1
c-inference-pre-processing_c_inference_90_36_vq15.wcnf.xz.xz,1
causal-discovery-causal_n5_i2_N500_uai13_harddeps_int.wcnf.xz.xz,1
causal-discovery-causal_n5_i4_N500_uai13_harddeps_int.wcnf.xz.xz,1
causal-discovery-causal_n5_i5_N10000_uai13_constant_int.wcnf.xz.xz,1
causal-discovery-causal_n5_i7_N1000_uai13_harddeps_int.wcnf.xz.xz,1
causal-discovery-causal_n5_i8_N10000_uai13_harddeps_int.wcnf.xz.xz,1
causal-discovery-causal_n6_i1_N500_uai13_harddeps_int.wcnf.xz.xz,1
causal-discovery-causal_n6_i4_N500_uai14_constant_int.wcnf.xz.xz,1
causal-discovery-causal_n6_i5_N10000_uai13_harddeps_int.wcnf.xz.xz,1
causal-discovery-causal_n6_i7_N1000_uai14_harddeps_int.wcnf.xz.xz,1
causal-discovery-causal_n6_i8_N1000_uai14_constant_int.wcnf.xz.xz,1
causal-discovery-causal_n6_i9_N1000_uai14_constant_int.wcnf.xz.xz,1
causal-discovery-causal_n6_i9_N10000_uai14_constant_int.wcnf.xz.xz,1
causal-discovery-causal_n7_i8_N1000_uai14_constant_int.wcnf.xz.xz,1
causal-discovery-causal_n7_i8_N10000_uai14_constant_int.wcnf.xz.xz,1
causal-discovery-causal_n7_i9_N500_uai14_constant_int.wcnf.xz.xz,1
CircuitDebuggingProblems-ac97_ctrl-debug.dimacs.wcnf.xz.xz,1
CircuitDebuggingProblems-divider-debug.dimacs.wcnf.xz.xz,2
CircuitDebuggingProblems-mem_ctrl-debug.dimacs.wcnf.xz.xz,2
CircuitDebuggingProblems-mrisc-debug.dimacs.wcnf.xz.xz,2
CircuitDebuggingProblems-rsdecoder-debug.dimacs.wcnf.xz.xz,2
CircuitDebuggingProblems-spi-debug.dimacs.wcnf.xz.xz,2
CircuitDebuggingProblems-sudoku-debug.dimacs.wcnf.xz.xz,2
CircuitDebuggingProblems-vga-debug.dimacs.wcnf.xz.xz,2
CircuitDebuggingProblems-wb-debug.dimacs.wcnf.xz.xz,2
CircuitTraceCompaction-ctrl.wcnf.xz.xz,2
CircuitTraceCompaction-mrisc_mem2wire.wcnf.xz.xz,2
CircuitTraceCompaction-spi.wcnf.xz.xz,2
CircuitTraceCompaction-sudoku.wcnf.xz.xz,2
close_solutions-SAT_RACE06__velev-pipe-sat-1.0-b9.cnf.wcnf.8.wcnf.xz.xz,2
close_solutions-SAT02__industrial__goldberg__fpga_routing__vda_gr_rcs_w9.shuffled.cnf.wcnf.8.wcnf.xz.xz,2
close_solutions-SAT04__industrial__velev__pipe-sat-1-1__12pipe_bug4_q0.used-as.sat04-723.cnf.wcnf.8.wcnf.xz.xz,2
close_solutions-SAT04__industrial__velev__pipe-sat-1-1__12pipe_bug6_q0.used-as.sat04-725.cnf.wcnf.3.wcnf.xz.xz,2
close_solutions-SAT07__industrial__vliw_sat_4.0__9vliw_m_9stages_iq3_C1_bug6.cnf.wcnf.4.wcnf.xz.xz,2
close_solutions-SAT11__application__fuhs__AProVE11__AProVE11-16.cnf.wcnf.1.wcnf.xz.xz,2
close_solutions-SAT11__application__jarvisalo__AAAI2010-SATPlanning__aaai10-planning-ipc5-pipesworld-12-step16.cnf.wcnf.2.wcnf.xz.xz,3
close_solutions-SAT11__application__jarvisalo__AAAI2010-SATPlanning__aaai10-planning-ipc5-pipesworld-18-step16.cnf.wcnf.4.wcnf.xz.xz,3
close_solutions-SAT11__application__jarvisalo__smtqfbv-aigs__smtlib-qfbv-aigs-bin_libsmbsharemodes_vc5759-tseitin.cnf.wcnf.2.wcnf.xz.xz,3
close_solutions-SAT11__application__jarvisalo__smtqfbv-aigs__smtlib-qfbv-aigs-rfunit_flat-64-tseitin.cnf.wcnf.8.wcnf.xz.xz,3
close_solutions-SAT11__application__leberre__2dimensionalstrippacking__E05F18.cnf.wcnf.9.wcnf.xz.xz,3
close_solutions-SAT11__application__manthey__traffic__traffic_3_uc_sat.cnf.wcnf.3.wcnf.xz.xz,3
close_solutions-SAT11__application__rintanen__SATPlanning__openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.085-SAT.cnf.wcnf.1.wcnf.xz.xz,3
close_solutions-teams16_l6a.cnf.wcnf.xz.xz,3
close_solutions-teams20_l5a.cnf.wcnf.xz.xz,3
ConsistentQueryAnswering-real-2.wcnf.xz.xz,3
ConsistentQueryAnswering-real-6.wcnf.xz.xz,3
ConsistentQueryAnswering-synthetic-10.wcnf.xz.xz,3
ConsistentQueryAnswering-synthetic-12.wcnf.xz.xz,3
ConsistentQueryAnswering-synthetic-13.wcnf.xz.xz,3
ConsistentQueryAnswering-synthetic-15.wcnf.xz.xz,3
ConsistentQueryAnswering-synthetic-18.wcnf.xz.xz,4
ConsistentQueryAnswering-synthetic-2.wcnf.xz.xz,4
ConsistentQueryAnswering-synthetic-20.wcnf.xz.xz,4
ConsistentQueryAnswering-synthetic-21.wcnf.xz.xz,4
ConsistentQueryAnswering-synthetic-3.wcnf.xz.xz,4
ConsistentQueryAnswering-synthetic-5.wcnf.xz.xz,4
ConsistentQueryAnswering-synthetic-6.wcnf.xz.xz,4
ConsistentQueryAnswering-synthetic-7.wcnf.xz.xz,4
ConsistentQueryAnswering-synthetic-8.wcnf.xz.xz,4
decision-tree-australian-credit-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_tree.wcnf.xz.xz,4
decision-tree-australian-credit-un-formula_0.8_2021_atleast_63_max-5_reduced_incomplete_tree.wcnf.xz.xz,4
decision-tree-car-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_tree.wcnf.xz.xz,4
decision-tree-hypothyroid-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_tree.wcnf.xz.xz,4
decision-tree-kr-vs-kp-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_tree.wcnf.xz.xz,4
decision-tree-kr-vs-kp-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_tree.wcnf.xz.xz,4
decision-tree-mushroom-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_tree.wcnf.xz.xz,4
decision-tree-soybean-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_tree.wcnf.xz.xz,4
decision-tree-soybean-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_tree.wcnf.xz.xz,4
decision-tree-soybean-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_tree.wcnf.xz.xz,4
decision-tree-soybean-un-formula_0.8_2021_atleast_63_max-5_reduced_incomplete_tree.wcnf.xz.xz,5
decision-tree-splice-1-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_tree.wcnf.xz.xz,5
decision-tree-splice-1-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_tree.wcnf.xz.xz,5
decision-tree-vote-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_tree.wcnf.xz.xz,5
decision-tree-vote-un-formula_0.8_2021_atleast_63_max-5_reduced_incomplete_tree.wcnf.xz.xz,5
des-cnf.10.p.9.wcnf.xz.xz,5
des-cnf.11.p.10.wcnf.xz.xz,5
des-cnf.11.p.7.wcnf.xz.xz,5
des-cnf.13.p.6.wcnf.xz.xz,5
des-cnf.15.p.3.wcnf.xz.xz,5
des-cnf.15.p.9.wcnf.xz.xz,5
des-cnf.16.p.4.wcnf.xz.xz,5
des-cnf.16.p.5.wcnf.xz.xz,5
des-cnf.16.p.6.wcnf.xz.xz,6
des-cnf.17.p.10.wcnf.xz.xz,6
des-cnf.17.t.8.wcnf.xz.xz,6
des-cnf.19.p.10.wcnf.xz.xz,6
des-cnf.20.d.10.wcnf.xz.xz,6
des-cnf.20.d.9.wcnf.xz.xz,6
des-cnf.9.p.10.wcnf.xz.xz,6
drmx-cryptogen-geffe128_0.wcnf.xz.xz,6
drmx-cryptogen-geffe128_2.wcnf.xz.xz,7
drmx-cryptogen-geffe128_8.wcnf.xz.xz,7
drmx-cryptogen-threshold128_0.wcnf.xz.xz,7
drmx-cryptogen-threshold128_1.wcnf.xz.xz,7
drmx-cryptogen-threshold128_2.wcnf.xz.xz,7
drmx-cryptogen-threshold128_6.wcnf.xz.xz,7
drmx-cryptogen-wolfram72_0.wcnf.xz.xz,7
drmx-cryptogen-wolfram72_4.wcnf.xz.xz,7
drmx-cryptogen-wolfram72_5.wcnf.xz.xz,7
drmx-cryptogen-wolfram72_8.wcnf.xz.xz,8
drmx-cryptogen-wolfram80_0.wcnf.xz.xz,8
drmx-cryptogen-wolfram80_4.wcnf.xz.xz,8
drmx-cryptogen-wolfram80_7.wcnf.xz.xz,8
drmx-cryptogen-wolfram80_8.wcnf.xz.xz,8
extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_0_10_3.wcnf.xz.xz,8
extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_3_10_1.wcnf.xz.xz,8
extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_3_10_4.wcnf.xz.xz,8
extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_0.wcnf.xz.xz,9
extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_2.wcnf.xz.xz,9
extension-enforcement-extension-enforcement_non-strict_stb_200_0.1_2_10_1.wcnf.xz.xz,9
extension-enforcement-extension-enforcement_non-strict_stb_200_0.1_4_10_2.wcnf.xz.xz,9
extension-enforcement-extension-enforcement_strict_com_150_0.05_3_30_0.wcnf.xz.xz,9
extension-enforcement-extension-enforcement_strict_com_150_0.1_2_15_0.wcnf.xz.xz,9
extension-enforcement-extension-enforcement_strict_com_200_0.05_0_40_1.wcnf.xz.xz,9
extension-enforcement-extension-enforcement_strict_com_200_0.05_1_40_1.wcnf.xz.xz,9
extension-enforcement-extension-enforcement_strict_com_200_0.05_4_20_1.wcnf.xz.xz,9
extension-enforcement-extension-enforcement_strict_com_200_0.05_4_20_4.wcnf.xz.xz,10
extension-enforcement-extension-enforcement_strict_com_200_0.1_0_10_1.wcnf.xz.xz,10
extension-enforcement-extension-enforcement_strict_com_200_0.2_1_10_0.wcnf.xz.xz,10
fault-diagnosis-s00641_nan_explicit_3_0.wcnf.xz.xz,10
fault-diagnosis-s01423_nan_explicit_4_0.wcnf.xz.xz,10
fault-diagnosis-s01423_nan_explicit_7_0.wcnf.xz.xz,10
fault-diagnosis-s38417_nan_explicit_11_0.wcnf.xz.xz,11
fault-diagnosis-s38417_nan_explicit_13_0.wcnf.xz.xz,11
fault-diagnosis-s38417_nan_explicit_18_0.wcnf.xz.xz,11
fault-diagnosis-s38417_nan_explicit_27_0.wcnf.xz.xz,12
fault-diagnosis-s38417_nan_explicit_6_0.wcnf.xz.xz,12
fault-diagnosis-s38584_nan_explicit_15_0.wcnf.xz.xz,12
fault-diagnosis-s38584_nan_explicit_16_0.wcnf.xz.xz,12
fault-diagnosis-s38584_nan_explicit_18_0.wcnf.xz.xz,13
fault-diagnosis-s38584_nan_explicit_25_0.wcnf.xz.xz,13
fault-diagnosis-s38584_nan_explicit_27_0.wcnf.xz.xz,13
fault-diagnosis-s38584_nan_explicit_33_0.wcnf.xz.xz,13
fault-diagnosis-s38584_nan_explicit_46_0.wcnf.xz.xz,13
frb-frb25-13-1.partial.wcnf.xz.xz,14
frb-frb25-13-2.partial.wcnf.xz.xz,14
frb-frb25-13-3.partial.wcnf.xz.xz,14
frb-frb25-13-4.partial.wcnf.xz.xz,15
frb-frb30-15-3.partial.wcnf.xz.xz,15
frb-frb30-15-4.partial.wcnf.xz.xz,15
frb-frb30-15-5.partial.wcnf.xz.xz,15
frb-frb35-17-1.partial.wcnf.xz.xz,15
frb-frb35-17-3.partial.wcnf.xz.xz,15
frb-frb35-17-4.partial.wcnf.xz.xz,16
frb-frb35-17-5.partial.wcnf.xz.xz,16
frb-frb40-19-1.partial.wcnf.xz.xz,16
frb-frb40-19-2.partial.wcnf.xz.xz,16
frb-frb40-19-4.partial.wcnf.xz.xz,16
frb-frb40-19-5.partial.wcnf.xz.xz,16
gen-hyper-tw-GenHyperTW_2bitcomp_5.wcnf.xz.xz,16
gen-hyper-tw-GenHyperTW_aim-50-1_6-yes1-3.wcnf.xz.xz,16
gen-hyper-tw-GenHyperTW_atv_partial_system.wcnf.xz.xz,16
gen-hyper-tw-GenHyperTW_b01.wcnf.xz.xz,16
gen-hyper-tw-GenHyperTW_b02.wcnf.xz.xz,17
gen-hyper-tw-GenHyperTW_b06.wcnf.xz.xz,17
gen-hyper-tw-GenHyperTW_dubois29.wcnf.xz.xz,17
gen-hyper-tw-GenHyperTW_flat30-1.wcnf.xz.xz,17
gen-hyper-tw-GenHyperTW_flat30-99.wcnf.xz.xz,17
gen-hyper-tw-GenHyperTW_grid3d_5.wcnf.xz.xz,18
gen-hyper-tw-GenHyperTW_grid4d_3.wcnf.xz.xz,18
gen-hyper-tw-GenHyperTW_grid5.wcnf.xz.xz,18
gen-hyper-tw-GenHyperTW_hole8.wcnf.xz.xz,18
gen-hyper-tw-GenHyperTW_par8-2-c.wcnf.xz.xz,19
gen-hyper-tw-GenHyperTW_uf20-099.wcnf.xz.xz,19
HaplotypeAssembly-splitedReads_0.matrix.wcnf.xz.xz,19
HaplotypeAssembly-splitedReads_137.matrix.wcnf.xz.xz,19
HaplotypeAssembly-splitedReads_158.matrix.wcnf.xz.xz,20
HaplotypeAssembly-splitedReads_160.matrix.wcnf.xz.xz,20
HaplotypeAssembly-splitedReads_18.matrix.wcnf.xz.xz,20
HaplotypeAssembly-splitedReads_414.matrix.wcnf.xz.xz,20
hs-timetabling-GreeceWesternGreeceUniversityInstance4.xml.wcnf.xz.xz,20
hs-timetabling-SouthAfricaWoodlands2009.xml.wcnf.xz.xz,20
inconsistency-measurement-im-contension-A-2-grd_1697_5_7.tgf.pl.wcnf.xz.xz,20
inconsistency-measurement-im-contension-A-2-grd_1948_5_1.tgf.pl.wcnf.xz.xz,20
inconsistency-measurement-im-contension-A-2-grd_3018_3_7.tgf.pl.wcnf.xz.xz,20
inconsistency-measurement-im-contension-A-2-grd_5178_1_1.tgf.pl.wcnf.xz.xz,21
inconsistency-measurement-im-contension-C-1-grd_3018_3_7.tgf.pl.wcnf.xz.xz,21
inconsistency-measurement-im-forgetting-A-2-WS_300_16_90_30.tgf.pl.wcnf.xz.xz,22
inconsistency-measurement-im-forgetting-B-3-stb_339_393.tgf.pl.wcnf.xz.xz,22
inconsistency-measurement-im-forgetting-B-3-stb_696_412.tgf.pl.wcnf.xz.xz,22
inconsistency-measurement-im-forgetting-T-2-stb_265_466.tgf.pl.wcnf.xz.xz,22
inconsistency-measurement-im-hit-A-2-WS_300_16_90_30.tgf.pl.wcnf.xz.xz,22
inconsistency-measurement-im-hit-C-2-stb_304_352.tgf.pl.wcnf.xz.xz,23
inconsistency-measurement-im-sum-A-2-stb_547_485.tgf.pl.wcnf.xz.xz,23
inconsistency-measurement-im-sum-B-3-stb_390_450.tgf.pl.wcnf.xz.xz,23
inconsistency-measurement-im-sum-B-3-stb_428_430.tgf.pl.wcnf.xz.xz,23
inconsistency-measurement-im-sum-T-1-grd_2130_2_7.tgf.pl.wcnf.xz.xz,24
judgment-aggregation-ja-maxham-preflib-00049-00000003.wcnf.xz.xz,24
judgment-aggregation-ja-maxham-preflib-00049-00000092.wcnf.xz.xz,24
judgment-aggregation-ja-maxham-preflib-00049-00000106.wcnf.xz.xz,24
judgment-aggregation-ja-maxham-preflib-00049-00000272.wcnf.xz.xz,24
judgment-aggregation-ja-maxham-preflib-00049-00000291.wcnf.xz.xz,24
judgment-aggregation-ja-maxham-preflib-00049-00000304.wcnf.xz.xz,24
judgment-aggregation-ja-maxham-preflib-00049-00000338.wcnf.xz.xz,24
judgment-aggregation-ja-maxham-preflib-00049-00000511.wcnf.xz.xz,25
judgment-aggregation-ja-maxham-preflib-00049-00000512.wcnf.xz.xz,25
judgment-aggregation-ja-maxham-preflib-00049-00000516.wcnf.xz.xz,25
judgment-aggregation-ja-maxham-preflib-00049-00000562.wcnf.xz.xz,26
judgment-aggregation-ja-slater-preflib-00043-00000180.wcnf.xz.xz,26
judgment-aggregation-ja-slater-preflib-00043-00000196.wcnf.xz.xz,26
judgment-aggregation-ja-slater-preflib-00049-00000107.wcnf.xz.xz,26
judgment-aggregation-ja-slater-preflib-00049-00000451.wcnf.xz.xz,27
logic-synthesis-normalized-5xp1.b.opb.msat.wcnf.xz.xz,28
logic-synthesis-normalized-9sym.b.opb.msat.wcnf.xz.xz,28
logic-synthesis-normalized-alu4.b.opb.msat.wcnf.xz.xz,28
logic-synthesis-normalized-apex4.a.opb.msat.wcnf.xz.xz,28
logic-synthesis-normalized-bench1.pi.opb.msat.wcnf.xz.xz,28
logic-synthesis-normalized-clip.b.opb.msat.wcnf.xz.xz,28
logic-synthesis-normalized-count.b.opb.msat.wcnf.xz.xz,29
logic-synthesis-normalized-e64.b.opb.msat.wcnf.xz.xz,29
logic-synthesis-normalized-ex5.pi.opb.msat.wcnf.xz.xz,30
logic-synthesis-normalized-exam.pi.opb.msat.wcnf.xz.xz,30
logic-synthesis-normalized-f51m.b.opb.msat.wcnf.xz.xz,30
logic-synthesis-normalized-jac3.opb.msat.wcnf.xz.xz,31
logic-synthesis-normalized-max1024.pi.opb.msat.wcnf.xz.xz,31
logic-synthesis-normalized-sao2.b.opb.msat.wcnf.xz.xz,31
logic-synthesis-normalized-test4.pi.opb.msat.wcnf.xz.xz,31
max-realizability-power-distribution_5_2.wcnf.xz.xz,31
max-realizability-power-distribution_5_3.wcnf.xz.xz,32
max-realizability-power-distribution_5_4.wcnf.xz.xz,33
max-realizability-power-distribution_5_5.wcnf.xz.xz,33
max-realizability-power-distribution_5_6.wcnf.xz.xz,33
max-realizability-power-distribution_5_7.wcnf.xz.xz,34
max-realizability-power-distribution_5_8.wcnf.xz.xz,34
MaxSATQueriesinInterpretableClassifiers-adult_test_9_CNF_2_1.wcnf.xz.xz,34
MaxSATQueriesinInterpretableClassifiers-compas_train_5_DNF_5_1.wcnf.xz.xz,35
